Company_Name,Short_Description,RE_Strategy_Codes,RE_Strategy_Names,City,Region,Country,openai_answer
Steinmuller Babcock Environment,Steinmuller Babcock Environment renders thermal waste treatment solutions that recycled waste and offer flue gas cleaning services.,R8,Recycle,Gummersbach,Nordrhein-Westfalen,Germany,"RR8: ""Recycle"""
Geiger group of companies,"Geiger delivers, builds, refurbishes, and disposes of customers in the real estate, infrastructure, and environment sectors.",R5,Refurbish,Oberstdorf,Bayern,Germany,"RR5: ""Refurbish"""
Rema Tip Top,"Rema Tip Top provides conveying, processing technology and tire repair services and products for the industry and the automotive sector.",R4,Repair,Poing,Bayern,Germany,"RR4: ""Repair"""
ABL-TECHNIC,ABL-TECHNIC offer paint stripping management right along the line to waste disposal and the recovery of valuable materials.,R9,Recover,Leutkirch,Baden-Wurttemberg,Germany,"RR9: ""Recover"""
DAT Autohus,"DAT Autohus is a used car dealership company that offers car repair, maintenance, and auto finance services.",R4,Repair,Böckel,Nordrhein-Westfalen,Germany,"RR4: ""Repair"""
Desch Antriebstechnik,"Desch Antriebstechnik provides repair, maintenance services and manufactures industrial gears, drive components and spare parts.",R4,Repair,Arnsberg,Nordrhein-Westfalen,Germany,"RR4: ""Repair"""
Snap-on,"Snap-on is a manufacturer and marketer of tools, equipment, diagnostics, repair information, and system solutions.",R4,Repair,England,Nordrhein-Westfalen,Germany,"RR4: ""Repair"""
DMS Enterprise,"DMS Enterprise sells, maintains, and repairs aircraft engine parts, hardware, wheels, and brakes.",R4,Repair,Hamburg,Hamburg,Germany,"RR4: ""Repair"""
ADAC Heliservice,ADAC Heliservice is an aviation company that maintains and repairs helicopters and components.,R4,Repair,Sankt Augustin,Nordrhein-Westfalen,Germany,"RR4: ""Repair"""
4FOUR-TECH,"4FOUR-TECH manufactures and repairs electrical machinery and equipment, including motors and generators, and offers metalworking services.",R4,Repair,Kassel,Hessen,Germany,"RR4: ""Repair"""
BitTruster,"BitTruster is a software company that provides recovery, encryption management, TPM & PIN management, and reporting services.",R9,Recover,Frankfurt,Hessen,Germany,"Disagree. BitTruster, being a software company that provides services related to recovery, encryption management, TPM & PIN management, and reporting, does not deal with physical waste products that can be recovered for useful materials or energy."
CODA,"CODA specializes in cloud computing, backup recovery, and IT managed services.",R9,Recover,Erfurt,Thuringen,Germany,"RR9: ""Recover"""
Uhlig Rohrbogen GmbH,"Uhlig Rohrbogen GmbH manufactured and supplied piping components such as pipe bends, T-pieces, pipe reducers and pipe supports.",R2,Reduce,Langelsheim,Niedersachsen,Germany,"RR2: ""Reduce"""
Colonial House,Colonial House provides supportive and therapeutic transitional environment for male’s seeking recovery from addiction.,R9,Recover,Pausa,Sachsen,Germany,"Disagree. Colonial House, being a transitional environment for addiction recovery, does not align with the circular economy strategy of 'Recover', which focuses on extracting useful materials or energy from waste products."
Vanilla Sand,Beach clothing from natural or recycled fabrics,R8,Recycle,Karlsruhe,Baden-Wurttemberg,Germany,"RR8: ""Recycle"""
QuantifiedCode,QuantifiedCode is the first platform for Automated Code Repair,R4,Repair,Munich,Bayern,Germany,"RR4: ""Repair"""
Lifetime Technologies,"Lifetime Technologies provides engine oils, additives and a flushing system that removes internal deposits to reduce climate change.",R2,Reduce,Ismaning,Bayern,Germany,"RR2: ""Reduce"""
Cyrus Digital,Cyrus Digital offers digital marketing and art services to boost revenue and reduce Meta dependency.,R2,Reduce,Munich,Bayern,Germany,"RR2: ""Reduce""."
almaak international,almaak international is a high-quality recycled engineered polymer compound based in Germany.,R8,Recycle,Krefeld,Nordrhein-Westfalen,Germany,"RR8: ""Recycle"""
10eG visual,"10eG visual is an advertising agency that provides brand consulting & refurbishment, corporate designs, GUI & UX, and intranet services.",R5,Refurbish,Düsseldorf,Nordrhein-Westfalen,Germany,"Disagree. '10eG visual' is an advertising agency that focuses on providing services related to branding, design, and digital solutions. While they may work on refurbishing brand images or digital interfaces, the circular economy strategy of 'Refurbish' typically pertains to physical products that are restored and improved for reuse."
GlobeCore GmbH,"GlobeCore GmbH provides equipment for transformers maintenance & repair, transformer oil purification, regeneration, sorbents reactivation.",R4,Repair,Oldenburg,Niedersachsen,Germany,"RR4: ""Repair"""
BDK Group,car glass repair branch system,R4,Repair,Chemnitz,Sachsen,Germany,"RR4: ""Repair"""
BYTEC Medizintechnik,"BYTEC Medizintechnik manufactures medical devices and provides equipment training, repair, maintenance, and documentation services.",R4,Repair,Eschweiler,Nordrhein-Westfalen,Germany,"RR4: ""Repair"""
Hugo Pfohe,Hugo Pfohe is a car dealer that offer multiple motor brand options in addition to support for handling repairs and insurance claims.,R4,Repair,Hamburg,Hamburg,Germany,"RR4: ""Repair"""
Koch Mobile,"Koch Autogruppe is a car dealership that sells new and used cars, financing, leasing, and repair car services.",R4,Repair,Schwäbisch Hall,Baden-Wurttemberg,Germany,"RR4: ""Repair"""
cargonerds,"Cargonerds reduce the complexity, time, and cost associated with implementing Log-tech solutions.",R2,Reduce,Hamburg,Hamburg,Germany,"RR2: ""Reduce"""
Vechain.energy,Vechain.energy is a software company that develops applications to reduce time-to-production for blockchain solutions.,R2,Reduce,Taunusstein,Hessen,Germany,"RR2: ""Reduce"""
BWTS,"BWTS is a renewable energy company that installs, maintains, and repairs renewable energy systems.",R4,Repair,Stäbelow,Mecklenburg-Vorpommern,Germany,"RR4: ""Repair"""
Windigo,"Windigo specializes in inspection, maintenance, and repair services for wind turbines.",R4,Repair,Berlin,Berlin,Germany,"RR4: ""Repair"""
Enermeter,Enermeter is a software for energy management to reduce energy consumption and increase efficiency.,R2,Reduce,Cologne,Nordrhein-Westfalen,Germany,"RR2: ""Reduce"""
Cristie,"Cristie specializes in data management, cyber security, system recovery, cloud computing, email archiving, and migration services.",R9,Recover,Salzkotten,Nordrhein-Westfalen,Germany,"Disagree. The company Cristie, specializing in data management, cyber security, system recovery, cloud computing, email archiving, and migration services, does not align with the circular economy strategy ""Recover,"" which focuses on extracting useful materials or energy from waste products."
Bücker & Essing,"Bücker & Essing provides maintenance and repair services to natural gas, biogas and special gas engines.",R4,Repair,Lingen,Niedersachsen,Germany,"RR4: ""Repair"""
Koch Gruppe,"Koch Gruppe is a marketplace for a wide selection of new and pre-owned branded cars, along with accessories and repair services.",R4,Repair,Berlin,Berlin,Germany,"RR4: ""Repair"""
RTS Wind,"RTS Wind is a renewable energy company that offers rotor blade repairs, assessments, and maintenance work on wind turbines services.",R4,Repair,Bremen,Bremen,Germany,"RR4: ""Repair"""
STI Group,"STI Group is a surface technology company that offers surface treatments, research, development, and repair services.",R4,Repair,Steinach,Bayern,Germany,"RR4: ""Repair"""
Skywalk,"Skywalk manufactures products for kitesurfing, snowkiting, landkiting, boards, spare parts, and offers repair service.",R4,Repair,Marquartstein,Bayern,Germany,"RR4: ""Repair"""
Green IT Solution,Green IT Solution is a consultancy that is expertise in advising on IT remarketing and refurbished hardware.,R5,Refurbish,Inning Am Ammersee,Bayern,Germany,"RR5: ""Refurbish"""
Graf Hardenberg,Graf Hardenberg is an automobile trading firm that specializes in car dealership and auto repair services.,R4,Repair,Ettlingen,Baden-Wurttemberg,Germany,"RR4: ""Repair"""
Trusteddocks.com,"Trusteddocks.com assists shipowners and managers in locating the right shipyard for newbuilds, class renewal, and ship refurbishment.",R5,Refurbish,Hamburg,Hamburg,Germany,"RR5: ""Refurbish"""
TFM Service,TFM Service is a telecom company that provides repair and service to mobile devices.,R4,Repair,Munich,Bayern,Germany,"RR4: ""Repair"""
Städtler Logistik,"Städtler Logistik optimizes transport logistics, reduces costs, and improves processes and competitive advantages.",R2,Reduce,Nuremberg,Bayern,Germany,"RR2: ""Reduce"""
Van Wezel,"Van Wezel sells body parts, repair panels, lighting, window regulators, mirrors, and air conditioning systems for the automotive industry.",R4,Repair,Kamen,Nordrhein-Westfalen,Germany,"RR4: ""Repair"""
Gewusst-wie-IT,"Gewusst-wie-IT offers data recovery, network technology, software, website development, hardware sales, and telephony solutions.",R9,Recover,Ludwigsburg,Mecklenburg-Vorpommern,Germany,Disagree. The company 'Gewusst-wie-IT' does not seem to directly align with the circular economy strategy 'Recover' as described. They provide services related to IT solutions rather than focusing on extracting useful materials or energy from waste products.
Wietmarscher Ambulanz und Sonderfahrzeug,Wietmarscher Ambulanz und Sonderfahrzeug manufactures vehicles and ambulances along with offers repair and driving safety training services.,R4,Repair,Wietmarschen,Niedersachsen,Germany,"RR4: ""Repair"""
Recovery,"Recovery is a medical supply center that provides apparatus diagnostics, skin cancer screening, and colonoscopy services.",R9,Recover,Stuttgart,Baden-Wurttemberg,Germany,"Disagree. Recovery, a medical supply center, does not align with the circular economy strategy ""Recover"" as defined."
Rotzler,"Rotzler is a manufacturer of hydraulic winches and winch systems that also provides hotline, after-sales, maintenance and repair services.",R4,Repair,Steinen,Baden-Wurttemberg,Germany,"RR4: ""Repair"""
Hohn,"Hohn manufactures and repairs cardan shafts, hydraulic components, and systems.",R4,Repair,Gersthofen,Bayern,Germany,"RR4: ""Repair"""
LUTZ Aufzüge,"LUTZ Aufzüge manufactures, services, repairs, and provides lifts and elevators for residential, commercial, and marine.",R4,Repair,Reinbek,Schleswig-Holstein,Germany,"RR4: ""Repair"""
UHU,"UHU manufacturers glue, handicrafts, home decore repairs and DIY products.",R4,Repair,Bühl,Baden-Wurttemberg,Germany,"RR4: ""Repair"""
Minck Electrical & Telecommunications Engineering,"Minck Electrical & Telecommunications Engineering installs, repairs, and maintains telecom systems, fire alarm, and security systems.",R4,Repair,Marktoberdorf,Bayern,Germany,"RR4: ""Repair"""
power IT,power IT offers computer repair solutions.,R4,Repair,Weil Der Stadt,Baden-Wurttemberg,Germany,"RR4: ""Repair"""
Siepe,Siepe is a manufacturing firm that produces plastic goods from recycled plastics.,R8,Recycle,Kerpen,Nordrhein-Westfalen,Germany,"RR8: ""Recycle"""
S-K-S,"S-K-S offers packaging solutions for used machines, weighing systems, vaccination stations as well as maintenance and repair services.",R4,Repair,Köln,Nordrhein-Westfalen,Germany,"RR4: ""Repair"""
SSR Performance,"SSR Performance is an automotive repair shop for tire, wheel, and brake repair services.",R4,Repair,Munich,Bayern,Germany,"RR4: ""Repair"""
Triplex,"Triplex offers repair, service, and logistics regarding electrical and electronic equipment, lighting, microphones, amplifiers, and videos.",R4,Repair,Gau-algesheim,Rheinland-Pfalz,Germany,"RR4: ""Repair"""
BETA COMPUTER,BETA COMPUTER is a computer repair service company.,R4,Repair,Bonn,Nordrhein-Westfalen,Germany,"RR4: ""Repair"""
eberle-hald,"eberle-hald offers mobile repair service, pick up and drop off service, renting, and training programs for construction and landscaping.",R4,Repair,Metzingen,Baden-Wurttemberg,Germany,"RR4: ""Repair"""
KAT Active Cold Team,"KAT Active Cold Team installs, repairs, and maintains air conditioning and refrigeration systems.",R4,Repair,Roth,Bayern,Germany,"RR4: ""Repair"""
ULMA,"ULMA provides IT solutions, IT security, data recovery, IT infrastructure, and telecommunication services.",R9,Recover,Heidelberg,Baden-Wurttemberg,Germany,"Disagree. ULMA, as an IT solutions and services provider, does not seem to be directly involved in waste management or material recovery processes that align with the circular economy strategy ""Recover""."
Corpus.e,Corpus.e enables shoe retailers to significantly increase revenues and reduce inventory and process cost.,R2,Reduce,Stuttgart,Baden-Wurttemberg,Germany,"RR2: ""Reduce"""
2WORK,"2WORK is an intelligent, user-friendly, all-in-one business software designed to help SMEs reduce complexity and improve efficiency.",R2,Reduce,Handewitt,Schleswig-Holstein,Germany,"RR2: ""Reduce"""
Himmelsbach Computer,Himmelsbach Computer provides a computer repair service.,R4,Repair,Seelbach,Hessen,Germany,"RR4: ""Repair"""
