Company_Name,Short_Description,RE_Strategy_Codes,RE_Strategy_Names,City,Region,Country
Recovery,"Recovery is a medical supply center that provides apparatus diagnostics, skin cancer screening, and colonoscopy services.",R9,Recover,Stuttgart,Baden-Wurttemberg,Germany
Rotzler,"Rotzler is a manufacturer of hydraulic winches and winch systems that also provides hotline, after-sales, maintenance and repair services.",R4,Repair,Steinen,Baden-Wurttemberg,Germany
Hohn,"Hohn manufactures and repairs cardan shafts, hydraulic components, and systems.",R4,Repair,Gersthofen,Bayern,Germany
LUTZ Aufzüge,"LUTZ Aufzüge manufactures, services, repairs, and provides lifts and elevators for residential, commercial, and marine.",R4,Repair,Reinbek,Schleswig-Holstein,Germany
UHU,"UHU manufacturers glue, handicrafts, home decore repairs and DIY products.",R4,Repair,Bühl,Baden-Wurttemberg,Germany
Minck Electrical & Telecommunications Engineering,"Minck Electrical & Telecommunications Engineering installs, repairs, and maintains telecom systems, fire alarm, and security systems.",R4,Repair,Marktoberdorf,Bayern,Germany
power IT,power IT offers computer repair solutions.,R4,Repair,Weil Der Stadt,Baden-Wurttemberg,Germany
Siepe,Siepe is a manufacturing firm that produces plastic goods from recycled plastics.,R8,Recycle,Kerpen,Nordrhein-Westfalen,Germany
S-K-S,"S-K-S offers packaging solutions for used machines, weighing systems, vaccination stations as well as maintenance and repair services.",R4,Repair,Köln,Nordrhein-Westfalen,Germany
SSR Performance,"SSR Performance is an automotive repair shop for tire, wheel, and brake repair services.",R4,Repair,Munich,Bayern,Germany
Triplex,"Triplex offers repair, service, and logistics regarding electrical and electronic equipment, lighting, microphones, amplifiers, and videos.",R4,Repair,Gau-algesheim,Rheinland-Pfalz,Germany
BETA COMPUTER,BETA COMPUTER is a computer repair service company.,R4,Repair,Bonn,Nordrhein-Westfalen,Germany
eberle-hald,"eberle-hald offers mobile repair service, pick up and drop off service, renting, and training programs for construction and landscaping.",R4,Repair,Metzingen,Baden-Wurttemberg,Germany
KAT Active Cold Team,"KAT Active Cold Team installs, repairs, and maintains air conditioning and refrigeration systems.",R4,Repair,Roth,Bayern,Germany
ULMA,"ULMA provides IT solutions, IT security, data recovery, IT infrastructure, and telecommunication services.",R9,Recover,Heidelberg,Baden-Wurttemberg,Germany
Corpus.e,Corpus.e enables shoe retailers to significantly increase revenues and reduce inventory and process cost.,R2,Reduce,Stuttgart,Baden-Wurttemberg,Germany
2WORK,"2WORK is an intelligent, user-friendly, all-in-one business software designed to help SMEs reduce complexity and improve efficiency.",R2,Reduce,Handewitt,Schleswig-Holstein,Germany
Himmelsbach Computer,Himmelsbach Computer provides a computer repair service.,R4,Repair,Seelbach,Hessen,Germany
RTS Service Group,"RTS Service Group provides repairs, technical service, processing of electronic hardware, and complex storage and logistics solutions.",R4,Repair,Wolnzach,Bayern,Germany
Kurt König,"Kurt König offers emergency repair, spare parts, civil engineering, accessories, training, construction machinery and equipment services.",R4,Repair,Einbeck,Niedersachsen,Germany
Nord-Ostsee Automobile,"Nord Ostsee Automobile is an automotive dealer that manufactures, sells, and repairs various automobiles.",R4,Repair,Heide,Schleswig-Holstein,Germany
Webinstore,Webinstore is a provider of IT repair and customizing services.,R4,Repair,Berlin,Berlin,Germany
Orchestra Service,"Orchestra is a leading value-added distributor in Germany focused on backup and recovery, archiving and high availability replication.",R9,Recover,Gilching,Bayern,Germany
Weiser,"Weiser specializes in sales, construction, installation, repairs, and maintenance of fire protection, extinguishing, and sprinkler systems.",R4,Repair,Munich,Bayern,Germany
Reifen Göggel,"Reifen Göggel is a tyre dealership that offers repair, maintenance, and restoration service.",R4,Repair,Gammertingen,Baden-Wurttemberg,Germany
S&G Automobil,"S&G Automobil provides a selection of pre-owned mercedes-benz cars, vans with financing, leasing, rental, sales and repair services.",R4,Repair,Karlsruhe,Baden-Wurttemberg,Germany
MLS Lanny,"MLS Lanny is a manufacturer of regulating valves, switching valves, and pressure reducers for the laser and pet bottle industries.",R2,Reduce,Bad Wildbad,Baden-Wurttemberg,Germany
Preckel Automobile,"Preckel Automobile is an automotive dealer that offers new and pre-owned vehicles, as well as repair services.",R4,Repair,Krefeld,Nordrhein-Westfalen,Germany
TÜV Hessen,"TÜV Hessen offers environmental engineering, automotive repair & maintenance, computer systems design, and material testing services.",R4,Repair,Darmstadt,Hessen,Germany
DFK Group,DFK Group is a property investment company that provides real estate rental investment with rental income and repair cost coverage.,R4,Repair,Kaltenkirchen,Schleswig-Holstein,Germany
Büchele Lufttechnik,"Büchele Lufttechnik develops, manufactures, plans, installs, repairs, and maintains industrial ventilation and air conditioning systems.",R4,Repair,Karlsruhe,Baden-Wurttemberg,Germany
REGE mbH Bielefeld,REGE is a civic & social organization company that develops social innovations and rethinking access to the labor market.,R1,Rethink,Bielefeld,Nordrhein-Westfalen,Germany
Massenberg,Massenberg offers concrete repair services.,R4,Repair,Essen,Nordrhein-Westfalen,Germany
CMV Systems,CMV Systems specializes in online monitoring in recovery boilers and infrared rotary kiln temperature monitoring.,R9,Recover,Jüchen,Nordrhein-Westfalen,Germany
Badziong Mobility,Badziong Mobility is a car dealer company that specializes in selling and repairing new and used cars and providing cars on rent.,R4,Repair,Pulheim,Nordrhein-Westfalen,Germany
The AVG Group,"The AVG Group is a waste disposal and recycling company that collects, treats and reuses commercial and industrial waste.",R3,Reuse,Köln,Nordrhein-Westfalen,Germany
LetMeRepair,LetMeRepair is a BPO company that provides technical support services.,R4,Repair,Bautzen,Sachsen,Germany
Kunzmann,"Kunzmann offers a wide range of used and new vehicles of various brands, as well as spare parts and repair services.",R4,Repair,Aschaffenburg,Bayern,Germany
Striebel Textil,Striebel Textil offers an online platform of recycled second-hand apparel that is made from waste clothes.,R8,Recycle,Langenenslingen,Baden-Wurttemberg,Germany
Pyrolyx,Pyrolyx produces extraction of rCB (recovered carbon black) from end-of-life tires.,R9,Recover,Munich,Bayern,Germany
DK Recycling und Roheisen,"DK Recycling und Roheisen is a recycles ferrous waste materials industry, that produces special pig iron from the supplied waste materials.",R8,Recycle,Duisburg,Nordrhein-Westfalen,Germany
JHK Group,"JHK Group offers pipeline construction, prefabrication, steel, plant engineering, shipbuilding scaffolding, maintenance and repair services.",R4,Repair,Bremerhaven,Bremen,Germany
KMA environmental technology,KMA Environmental Technology is a manufacturer of air purification and heat recovery systems for industrial applications.,R9,Recover,Königswinter,Nordrhein-Westfalen,Germany
Ökostadt Koblenz,Ökostadt Koblenz is an association that works on social and ecological projects to reduce negative environmental impact.,R2,Reduce,Koblenz,Rheinland-Pfalz,Germany
On Track,"On Track offers rail maintenance, repair, and freight services.",R4,Repair,Krefeld,Nordrhein-Westfalen,Germany
EMS,EMS is an electrical engineering company that provides solar energy equipment with repair and installation services for various projects.,R4,Repair,Lingen,Niedersachsen,Germany
HK Engineering,"HK Engineering is an automotive repair shop for tire, wheel, and brake repair services.",R4,Repair,Polling,Bayern,Germany
ernst + könig,Ernst + König is a car dealership that provides various brands of vehicles for sale and rent and offers maintenance and repair services.,R4,Repair,Bahlingen,Baden-Wurttemberg,Germany
SOCOTEC,"SOCOTEC provides infrastructure, energy, construction, real estate, and civil EOD and recovery services",R9,Recover,Hamburg,Hamburg,Germany
Formula GT,Formula GT is a car service and repair station that sells racing and road components.,R4,Repair,Munich,Bayern,Germany
LITTERER Group,"LITTERER Group provides corrosion protection, scaffolding, fire protection, concrete repair, and construction services.",R4,Repair,Mannheim,Baden-Wurttemberg,Germany
CON+Scantech,CON+Scantech provides digital BIM services to support the planning and execution of concrete repair projects.,R4,Repair,Dortmund,Nordrhein-Westfalen,Germany
cct Stegelitz GmbH,cct Stegelitz provides recovered carbon black produced from post-consumer rubber for the polymers industry.,R9,Recover,Potsdam,Brandenburg,Germany
Autohaus Ebersberg,"Autohaus Ebersberg is a dealership that sells new and used cars and provides electric mobility, repair, and maintenance services.",R4,Repair,Ebersberg,Bayern,Germany
PE Automotive,"PE Automotive specializes in supplying spare parts and accessories for vehicles and offers maintenance, repairing, and logistics solutions.",R4,Repair,Wuppertal,Nordrhein-Westfalen,Germany
Asure,"Rethink insurance! Open decentralized autonomous insurance platform, powered by blockchain innovation.",R1,Rethink,Dortmund,Nordrhein-Westfalen,Germany
ZMO,ZMO manufactures and repairs wear parts for the printing and packaging industry.,R4,Repair,Hoisdorf,Schleswig-Holstein,Germany
Motoren Baader,"Motoren Baader is an automotive workshop specializing in engine repair, truck repair, trailer repair, and commercial vehicle tire service.",R4,Repair,Neustadt An Der Weinstraße,Rheinland-Pfalz,Germany
Housing company Amberg,"Housing company Amberg is a real estate company that offers buying, selling, rental, property management, repairs, and cleaning services.",R4,Repair,Amberg,Bayern,Germany
IVOSTUD,"IVOSTUD specializes in supplying stud welding systems along with installation, assembly, advisory, maintenance and repair services.",R4,Repair,Breckerfeld,Nordrhein-Westfalen,Germany
co2online,co2online gGmbH is a nonprofit company that carry on campaigning to reduce emissions of carbon dioxide by means of energy saving.,R2,Reduce,Berlin,Berlin,Germany
DB Fahrzeuginstandhaltung,"DB Fahrzeuginstandhaltung is a mechanical engineering company that focuses on vehicle redesign, revision, inspection, and repair services.",R4,Repair,Frankfurt,Hessen,Germany
Noex,Noex is a waste disposal company that recycles electrical and electronic equipment into raw materials.,R8,Recycle,Grevenbroich,Nordrhein-Westfalen,Germany
Adamec Recycling,Adamec Recycling is a recovery of electronic wastes.,R9,Recover,Fürth,Bayern,Germany
3D Lasertec,"3D Lasertec maintains, calibrates, and repairs coordinate measuring machines.",R4,Repair,Aalen,Baden-Wurttemberg,Germany
Europart,"Europart is a retail chain in parts, service items, cleaning products, accessories, and repair services for almost all household appliances",R4,Repair,Appeldorn,Nordrhein-Westfalen,Germany
Scuderia,"Scuderia is an auto repair shop that provides tyre changes, detailing, inspections, restoration, and repair services.",R4,Repair,Irschenberg,Bayern,Germany
Cybertrading GmbH,"Cybertrading provides new network technology, refurbished hardware, IT remarketing, and new network products.",R5,Refurbish,Barleben,Sachsen-Anhalt,Germany
NB Parts,"NB Parts specializes in the production, replacement, and refurbishment of spare parts.",R5,Refurbish,Forchheim,Bayern,Germany
WOW! Wurth Online World,"WOW! Wurth Online World is an automotive-based vehicle servicing, repairing & maintenance service providing firm.",R4,Repair,Künzelsau,Baden-Wurttemberg,Germany
HESTIA,"HESTIA offers customer service for wood firing systems with maintenance, repair, renovation, and TÜV measurement.",R4,Repair,Lengenfeld,Thuringen,Germany
Heiber + Schröder Maschinenbau,"Heiber + Schröder Maschinenbau provides packaging solutions, machinery, production, instruction, training, repair, and maintenance services.",R4,Repair,Erkrath,Nordrhein-Westfalen,Germany
Flashfix,"Flashfix offers on-the-spot bicycle repair services in Berlin, addressing issues like flat tires and brake problems.",R4,Repair,Berlin,Berlin,Germany
